Dataset,SiteCode,POC,Date,SiteName,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammNO3f_Unit,ammSO4f_Val,ammSO4f_Unit,ECf_Val,ECf_Unit,OMCf_Val,OMCf_Unit,SOILf_Val,SOILf_Unit,SVR_Val,SVR_Unit
IMPRHR2GM,ACAD1,1,01/01/2010,Acadia NP,44.3771,-68.261,157.3333,ME,0.18256,ug/m^3,1.34418,ug/m^3,0.12601,ug/m^3,1.41416,ug/m^3,0.22406,ug/m^3,148.29175,km
IMPRHR2GM,ACAD1,1,01/01/2011,Acadia NP,44.3771,-68.261,157.3333,ME,0.2583,ug/m^3,1.57566,ug/m^3,0.1307,ug/m^3,1.39271,ug/m^3,0.11901,ug/m^3,128.69904,km
IMPRHR2GM,ACAD1,1,01/01/2012,Acadia NP,44.3771,-68.261,157.3333,ME,0.25595,ug/m^3,1.20502,ug/m^3,0.11914,ug/m^3,1.27175,ug/m^3,0.13757,ug/m^3,138.23939,km
IMPRHR2GM,ACAD1,1,01/01/2013,Acadia NP,44.3771,-68.261,157.3333,ME,0.22514,ug/m^3,1.13458,ug/m^3,0.10302,ug/m^3,1.15735,ug/m^3,0.11709,ug/m^3,150.37528,km
IMPRHR2GM,ACAD1,1,01/01/2014,Acadia NP,44.3771,-68.261,157.3333,ME,0.28823,ug/m^3,1.17288,ug/m^3,0.11079,ug/m^3,1.26031,ug/m^3,0.12583,ug/m^3,138.28609,km
IMPRHR2GM,ACAD1,1,01/01/2015,Acadia NP,44.3771,-68.261,157.3333,ME,0.25178,ug/m^3,1.13513,ug/m^3,0.10547,ug/m^3,1.49335,ug/m^3,0.15069,ug/m^3,148.80366,km
IMPRHR2GM,ACAD1,1,01/01/2016,Acadia NP,44.3771,-68.261,157.3333,ME,0.22423,ug/m^3,0.75975,ug/m^3,0.07902,ug/m^3,1.14183,ug/m^3,0.09853,ug/m^3,164.75532,km
IMPRHR2GM,ACAD1,1,01/01/2017,Acadia NP,44.3771,-68.261,157.3333,ME,0.26719,ug/m^3,0.86471,ug/m^3,0.10579,ug/m^3,1.50302,ug/m^3,0.1173,ug/m^3,146.66891,km
IMPRHR2GM,ACAD1,1,01/01/2018,Acadia NP,44.3771,-68.261,157.3333,ME,0.26166,ug/m^3,0.74031,ug/m^3,0.1125,ug/m^3,1.20208,ug/m^3,0.11723,ug/m^3,160.43812,km
IMPRHR2GM,ACAD1,1,01/01/2019,Acadia NP,44.3771,-68.261,157.3333,ME,0.22329,ug/m^3,0.71242,ug/m^3,0.11586,ug/m^3,1.29909,ug/m^3,0.10026,ug/m^3,167.3862,km
IMPRHR2GM,ACAD1,1,01/01/2020,Acadia NP,44.3771,-68.261,157.3333,ME,0.32702,ug/m^3,0.7641,ug/m^3,0.1045,ug/m^3,1.18405,ug/m^3,0.12616,ug/m^3,154.07421,km
IMPRHR2GM,ACAD1,1,01/01/2021,Acadia NP,44.3771,-68.261,157.3333,ME,0.2215,ug/m^3,0.75424,ug/m^3,0.13026,ug/m^3,1.48132,ug/m^3,0.19314,ug/m^3,161.16643,km
IMPRHR2GM,AGTI1,1,01/01/2010,Agua Tibia,33.4636,-116.9706,507.5,CA,1.01933,ug/m^3,1.57272,ug/m^3,0.22385,ug/m^3,1.61916,ug/m^3,0.55338,ug/m^3,119.69874,km
IMPRHR2GM,AGTI1,1,01/01/2011,Agua Tibia,33.4636,-116.9706,507.5,CA,0.90893,ug/m^3,1.68612,ug/m^3,0.20819,ug/m^3,1.67045,ug/m^3,0.54404,ug/m^3,122.34726,km
IMPRHR2GM,AGTI1,1,01/01/2012,Agua Tibia,33.4636,-116.9706,507.5,CA,0.97069,ug/m^3,1.39626,ug/m^3,0.19174,ug/m^3,1.3916,ug/m^3,0.5357,ug/m^3,126.61159,km
IMPRHR2GM,AGTI1,1,01/01/2013,Agua Tibia,33.4636,-116.9706,507.5,CA,1.0247,ug/m^3,1.39916,ug/m^3,0.20687,ug/m^3,1.41817,ug/m^3,0.58264,ug/m^3,123.98122,km
IMPRHR2GM,AGTI1,1,01/01/2014,Agua Tibia,33.4636,-116.9706,507.5,CA,1.01476,ug/m^3,1.29748,ug/m^3,0.16698,ug/m^3,1.3476,ug/m^3,0.75631,ug/m^3,123.62905,km
IMPRHR2GM,AGTI1,1,01/01/2015,Agua Tibia,33.4636,-116.9706,507.5,CA,0.75444,ug/m^3,1.22246,ug/m^3,0.15533,ug/m^3,1.52009,ug/m^3,0.58355,ug/m^3,133.99166,km
IMPRHR2GM,AGTI1,1,01/01/2016,Agua Tibia,33.4636,-116.9706,507.5,CA,0.86677,ug/m^3,1.28516,ug/m^3,0.18364,ug/m^3,1.62809,ug/m^3,0.59314,ug/m^3,123.22412,km
IMPRHR2GM,AGTI1,1,01/01/2017,Agua Tibia,33.4636,-116.9706,507.5,CA,0.86403,ug/m^3,1.25755,ug/m^3,0.19912,ug/m^3,1.88781,ug/m^3,0.59577,ug/m^3,122.34382,km
IMPRHR2GM,AGTI1,1,01/01/2018,Agua Tibia,33.4636,-116.9706,507.5,CA,0.81293,ug/m^3,1.21102,ug/m^3,0.19473,ug/m^3,1.69687,ug/m^3,0.714,ug/m^3,125.40343,km
IMPRHR2GM,ATLA1,1,01/01/2020,South Dekalb,33.688,-84.2903,243,GA,0.47419,ug/m^3,1.12792,ug/m^3,0.60979,ug/m^3,3.73646,ug/m^3,0.77247,ug/m^3,90.80469,km
IMPRHR2GM,ATLA1,1,01/01/2021,South Dekalb,33.688,-84.2903,243,GA,0.50399,ug/m^3,1.19145,ug/m^3,0.76512,ug/m^3,4.28604,ug/m^3,0.6262,ug/m^3,83.11808,km
IMPRHR2GM,BIBE1,1,01/01/2010,Big Bend NP,29.3027,-103.178,1066.5,TX,0.16661,ug/m^3,2.26455,ug/m^3,0.10896,ug/m^3,1.09779,ug/m^3,0.9376,ug/m^3,157.42185,km
IMPRHR2GM,BIBE1,1,01/01/2011,Big Bend NP,29.3027,-103.178,1066.5,TX,0.3108,ug/m^3,2.09722,ug/m^3,0.17679,ug/m^3,1.90768,ug/m^3,1.54894,ug/m^3,125.22608,km
IMPRHR2GM,BIBE1,1,01/01/2012,Big Bend NP,29.3027,-103.178,1066.5,TX,0.24491,ug/m^3,2.37175,ug/m^3,0.11545,ug/m^3,1.0913,ug/m^3,1.35418,ug/m^3,132.36722,km
IMPRHR2GM,BIBE1,1,01/01/2013,Big Bend NP,29.3027,-103.178,1066.5,TX,0.28675,ug/m^3,1.95293,ug/m^3,0.08991,ug/m^3,0.96629,ug/m^3,1.28098,ug/m^3,151.18946,km
IMPRHR2GM,BIBE1,1,01/01/2014,Big Bend NP,29.3027,-103.178,1066.5,TX,0.25902,ug/m^3,2.31347,ug/m^3,0.09763,ug/m^3,0.93721,ug/m^3,1.62055,ug/m^3,134.45456,km
IMPRHR2GM,BIBE1,1,01/01/2015,Big Bend NP,29.3027,-103.178,1066.5,TX,0.21806,ug/m^3,2.16781,ug/m^3,0.097,ug/m^3,1.22796,ug/m^3,0.88004,ug/m^3,152.553,km
IMPRHR2GM,BIBE1,1,01/01/2016,Big Bend NP,29.3027,-103.178,1066.5,TX,0.20406,ug/m^3,1.82565,ug/m^3,0.08457,ug/m^3,0.98162,ug/m^3,0.76742,ug/m^3,159.82181,km
IMPRHR2GM,BIBE1,1,01/01/2017,Big Bend NP,29.3027,-103.178,1066.5,TX,0.20721,ug/m^3,1.83769,ug/m^3,0.10996,ug/m^3,1.31628,ug/m^3,0.83443,ug/m^3,151.71513,km
IMPRHR2GM,BIBE1,1,01/01/2018,Big Bend NP,29.3027,-103.178,1066.5,TX,0.24482,ug/m^3,1.65846,ug/m^3,0.1189,ug/m^3,1.06301,ug/m^3,1.12261,ug/m^3,155.63594,km
IMPRHR2GM,BIBE1,1,01/01/2019,Big Bend NP,29.3027,-103.178,1066.5,TX,0.22196,ug/m^3,1.92247,ug/m^3,0.11982,ug/m^3,1.06533,ug/m^3,0.95127,ug/m^3,154.69933,km
IMPRHR2GM,BIBE1,1,01/01/2020,Big Bend NP,29.3027,-103.178,1066.5,TX,0.20201,ug/m^3,1.51319,ug/m^3,0.12248,ug/m^3,1.31466,ug/m^3,1.22602,ug/m^3,155.12133,km
IMPRHR2GM,BIBE1,1,01/01/2021,Big Bend NP,29.3027,-103.178,1066.5,TX,0.23542,ug/m^3,1.6427,ug/m^3,0.12436,ug/m^3,1.245,ug/m^3,1.85443,ug/m^3,148.48936,km
IMPRHR2GM,BLIS_RHTS,1,01/01/2020,Bliss SP (TRPA) (RHTS),38.9761,-120.1025,2130.6667,CA,0.22025,ug/m^3,0.5063,ug/m^3,0.42403,ug/m^3,3.49035,ug/m^3,0.60378,ug/m^3,201.12869,km
IMPRHR2GM,BLIS_RHTS,1,01/01/2021,Bliss SP (TRPA) (RHTS),38.9761,-120.1025,2130.6667,CA,0.24901,ug/m^3,0.47454,ug/m^3,0.50603,ug/m^3,4.03851,ug/m^3,0.60021,ug/m^3,213.06977,km
IMPRHR2GM,BLIS1,1,01/01/2010,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.15437,ug/m^3,0.53911,ug/m^3,0.08074,ug/m^3,1.09938,ug/m^3,0.46903,ug/m^3,217.73564,km
IMPRHR2GM,BLIS1,1,01/01/2011,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.12596,ug/m^3,0.6284,ug/m^3,0.10513,ug/m^3,1.35719,ug/m^3,0.27108,ug/m^3,205.98939,km
IMPRHR2GM,BLIS1,1,01/01/2012,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.16764,ug/m^3,0.64726,ug/m^3,0.10581,ug/m^3,1.28948,ug/m^3,0.4296,ug/m^3,204.71622,km
IMPRHR2GM,BLIS1,1,01/01/2013,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.1868,ug/m^3,0.55727,ug/m^3,0.1422,ug/m^3,2.13599,ug/m^3,0.38281,ug/m^3,200.67406,km
IMPRHR2GM,BLIS1,1,01/01/2014,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.15647,ug/m^3,0.60557,ug/m^3,0.10961,ug/m^3,1.86982,ug/m^3,0.4522,ug/m^3,205.48541,km
IMPRHR2GM,BLIS1,1,01/01/2015,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.17377,ug/m^3,0.58657,ug/m^3,0.1151,ug/m^3,1.91589,ug/m^3,0.36986,ug/m^3,194.00054,km
IMPRHR2GM,BLIS1,1,01/01/2016,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.13542,ug/m^3,0.44849,ug/m^3,0.08472,ug/m^3,1.54055,ug/m^3,0.30566,ug/m^3,217.0642,km
IMPRHR2GM,BLIS1,1,01/01/2017,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.15287,ug/m^3,0.54827,ug/m^3,0.13318,ug/m^3,2.20718,ug/m^3,0.33595,ug/m^3,201.19498,km
IMPRHR2GM,BLIS1,1,01/01/2018,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.16728,ug/m^3,0.4598,ug/m^3,0.16868,ug/m^3,2.2842,ug/m^3,0.35766,ug/m^3,204.32961,km
IMPRHR2GM,BLIS2,1,01/01/2020,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.22025,ug/m^3,0.5063,ug/m^3,0.42403,ug/m^3,3.49035,ug/m^3,0.60771,ug/m^3,201.26905,km
IMPRHR2GM,BLIS2,1,01/01/2021,Bliss SP (TRPA),38.9761,-120.1025,2130.6667,CA,0.24901,ug/m^3,0.47454,ug/m^3,0.50603,ug/m^3,4.03851,ug/m^3,0.60723,ug/m^3,213.14284,km
IMPRHR2GM,BLMO1,1,01/01/2010,Blue Mounds,43.7158,-96.1913,473.3333,MN,2.52349,ug/m^3,1.94735,ug/m^3,0.22043,ug/m^3,1.62785,ug/m^3,0.87588,ug/m^3,84.36124,km
IMPRHR2GM,BLMO1,1,01/01/2011,Blue Mounds,43.7158,-96.1913,473.3333,MN,1.77135,ug/m^3,1.85364,ug/m^3,0.22068,ug/m^3,1.65933,ug/m^3,0.64479,ug/m^3,85.304,km
IMPRHR2GM,BLMO1,1,01/01/2012,Blue Mounds,43.7158,-96.1913,473.3333,MN,1.84737,ug/m^3,1.57212,ug/m^3,0.22601,ug/m^3,1.80446,ug/m^3,1.06857,ug/m^3,86.55112,km
IMPRHR2GM,BLMO1,1,01/01/2013,Blue Mounds,43.7158,-96.1913,473.3333,MN,2.04861,ug/m^3,1.69167,ug/m^3,0.20605,ug/m^3,1.85146,ug/m^3,0.53821,ug/m^3,88.02135,km
IMPRHR2GM,BLMO1,1,01/01/2014,Blue Mounds,43.7158,-96.1913,473.3333,MN,1.79281,ug/m^3,1.5945,ug/m^3,0.19354,ug/m^3,1.60545,ug/m^3,0.60457,ug/m^3,92.36162,km
IMPRHR2GM,BLMO1,1,01/01/2015,Blue Mounds,43.7158,-96.1913,473.3333,MN,1.52679,ug/m^3,1.4426,ug/m^3,0.19914,ug/m^3,1.96574,ug/m^3,0.71338,ug/m^3,93.38622,km
IMPRHR2GM,BOWA1,1,01/01/2010,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.41277,ug/m^3,1.15555,ug/m^3,0.10734,ug/m^3,1.45901,ug/m^3,0.3162,ug/m^3,162.07689,km
IMPRHR2GM,BOWA1,1,01/01/2011,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.46857,ug/m^3,1.18776,ug/m^3,0.18442,ug/m^3,3.96035,ug/m^3,0.16783,ug/m^3,150.83222,km
IMPRHR2GM,BOWA1,1,01/01/2012,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.51776,ug/m^3,1.08346,ug/m^3,0.1122,ug/m^3,1.46442,ug/m^3,0.24913,ug/m^3,159.11567,km
IMPRHR2GM,BOWA1,1,01/01/2013,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.46497,ug/m^3,1.17083,ug/m^3,0.0993,ug/m^3,1.29036,ug/m^3,0.17548,ug/m^3,167.13706,km
IMPRHR2GM,BOWA1,1,01/01/2014,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.49541,ug/m^3,1.11004,ug/m^3,0.0927,ug/m^3,1.17763,ug/m^3,0.16607,ug/m^3,162.42224,km
IMPRHR2GM,BOWA1,1,01/01/2015,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.37617,ug/m^3,1.00656,ug/m^3,0.1159,ug/m^3,1.65193,ug/m^3,0.21277,ug/m^3,161.19446,km
IMPRHR2GM,BOWA1,1,01/01/2016,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.29503,ug/m^3,0.76297,ug/m^3,0.07274,ug/m^3,1.09798,ug/m^3,0.14181,ug/m^3,187.27548,km
IMPRHR2GM,BOWA1,1,01/01/2017,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.50575,ug/m^3,0.77197,ug/m^3,0.09971,ug/m^3,1.55819,ug/m^3,0.14227,ug/m^3,167.95866,km
IMPRHR2GM,BOWA1,1,01/01/2018,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.5386,ug/m^3,0.71365,ug/m^3,0.11959,ug/m^3,1.55773,ug/m^3,0.16875,ug/m^3,177.86589,km
IMPRHR2GM,BOWA1,1,01/01/2019,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.37233,ug/m^3,0.66611,ug/m^3,0.1033,ug/m^3,1.31304,ug/m^3,0.12384,ug/m^3,191.54922,km
IMPRHR2GM,BOWA1,1,01/01/2020,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.60352,ug/m^3,0.76895,ug/m^3,0.1119,ug/m^3,1.25927,ug/m^3,0.21527,ug/m^3,166.92803,km
IMPRHR2GM,BOWA1,1,01/01/2021,Boundary Waters Canoe Area,47.9466,-91.4955,526.6667,MN,0.47592,ug/m^3,0.73015,ug/m^3,0.18227,ug/m^3,2.78407,ug/m^3,0.25344,ug/m^3,168.61001,km
IMPRHR2GM,BRMA1,1,01/01/2010,Bridgton,44.1074,-70.7292,233.75,ME,0.15811,ug/m^3,1.47847,ug/m^3,0.17376,ug/m^3,1.88669,ug/m^3,0.25627,ug/m^3,148.24326,km
IMPRHR2GM,BRMA1,1,01/01/2011,Bridgton,44.1074,-70.7292,233.75,ME,0.22008,ug/m^3,1.7357,ug/m^3,0.18978,ug/m^3,1.93166,ug/m^3,0.12695,ug/m^3,130.3921,km
IMPRHR2GM,BRMA1,1,01/01/2012,Bridgton,44.1074,-70.7292,233.75,ME,0.26425,ug/m^3,1.37574,ug/m^3,0.20295,ug/m^3,1.83115,ug/m^3,0.16499,ug/m^3,133.63433,km
IMPRHR2GM,BRMA1,1,01/01/2013,Bridgton,44.1074,-70.7292,233.75,ME,0.26691,ug/m^3,1.22124,ug/m^3,0.15865,ug/m^3,1.47707,ug/m^3,0.13287,ug/m^3,151.21829,km
IMPRHR2GM,BRMA1,1,01/01/2014,Bridgton,44.1074,-70.7292,233.75,ME,0.287,ug/m^3,1.31546,ug/m^3,0.17251,ug/m^3,1.61791,ug/m^3,0.13941,ug/m^3,142.91293,km
IMPRHR2GM,BRMA1,1,01/01/2015,Bridgton,44.1074,-70.7292,233.75,ME,0.28071,ug/m^3,1.16024,ug/m^3,0.16161,ug/m^3,1.82316,ug/m^3,0.16233,ug/m^3,148.03741,km
IMPRHR2GM,CABA1,1,01/01/2010,Casco Bay,43.8325,-70.0644,26.75,ME,0.24361,ug/m^3,1.55855,ug/m^3,0.26079,ug/m^3,2.11055,ug/m^3,0.27747,ug/m^3,130.47349,km
IMPRHR2GM,CABA1,1,01/01/2011,Casco Bay,43.8325,-70.0644,26.75,ME,0.33364,ug/m^3,1.78545,ug/m^3,0.299,ug/m^3,2.48967,ug/m^3,0.13234,ug/m^3,112.11503,km
IMPRHR2GM,CABA1,1,01/01/2012,Casco Bay,43.8325,-70.0644,26.75,ME,0.42281,ug/m^3,1.4235,ug/m^3,0.28693,ug/m^3,2.33277,ug/m^3,0.14335,ug/m^3,113.47677,km
IMPRHR2GM,CABA1,1,01/01/2013,Casco Bay,43.8325,-70.0644,26.75,ME,0.37808,ug/m^3,1.27423,ug/m^3,0.22464,ug/m^3,1.8381,ug/m^3,0.12791,ug/m^3,130.7146,km
IMPRHR2GM,CABA1,1,01/01/2014,Casco Bay,43.8325,-70.0644,26.75,ME,0.41309,ug/m^3,1.34305,ug/m^3,0.23787,ug/m^3,2.05252,ug/m^3,0.13769,ug/m^3,122.98389,km
IMPRHR2GM,CABA1,1,01/01/2015,Casco Bay,43.8325,-70.0644,26.75,ME,0.37314,ug/m^3,1.25872,ug/m^3,0.22659,ug/m^3,2.27098,ug/m^3,0.18249,ug/m^3,126.39799,km
IMPRHR2GM,CABA1,1,01/01/2016,Casco Bay,43.8325,-70.0644,26.75,ME,0.31654,ug/m^3,0.85781,ug/m^3,0.18781,ug/m^3,1.79379,ug/m^3,0.13663,ug/m^3,144.30069,km
IMPRHR2GM,CABA1,1,01/01/2017,Casco Bay,43.8325,-70.0644,26.75,ME,0.38104,ug/m^3,0.95957,ug/m^3,0.22042,ug/m^3,2.14636,ug/m^3,0.14116,ug/m^3,131.10803,km
IMPRHR2GM,CABA1,1,01/01/2018,Casco Bay,43.8325,-70.0644,26.75,ME,0.41926,ug/m^3,0.8849,ug/m^3,0.28934,ug/m^3,2.25106,ug/m^3,0.16999,ug/m^3,132.53681,km
IMPRHR2GM,CABA1,1,01/01/2019,Casco Bay,43.8325,-70.0644,26.75,ME,0.28387,ug/m^3,0.80225,ug/m^3,0.23875,ug/m^3,1.96563,ug/m^3,0.11687,ug/m^3,145.28564,km
IMPRHR2GM,CABA1,1,01/01/2020,Casco Bay,43.8325,-70.0644,26.75,ME,0.3514,ug/m^3,0.82704,ug/m^3,0.25093,ug/m^3,2.11683,ug/m^3,0.15875,ug/m^3,135.4824,km
IMPRHR2GM,CABA1,1,01/01/2021,Casco Bay,43.8325,-70.0644,26.75,ME,0.33998,ug/m^3,0.85533,ug/m^3,0.26175,ug/m^3,2.23943,ug/m^3,0.21722,ug/m^3,138.74174,km
IMPRHR2GM,CACO1,1,01/01/2010,Cape Cod,41.9758,-70.0242,49,MA,0.43128,ug/m^3,2.02731,ug/m^3,0.1514,ug/m^3,1.63596,ug/m^3,0.2803,ug/m^3,104.79525,km
IMPRHR2GM,CACO1,1,01/01/2011,Cape Cod,41.9758,-70.0242,49,MA,0.43094,ug/m^3,2.06854,ug/m^3,0.16862,ug/m^3,1.69771,ug/m^3,0.15877,ug/m^3,100.81373,km
IMPRHR2GM,CACO1,1,01/01/2012,Cape Cod,41.9758,-70.0242,49,MA,0.47868,ug/m^3,1.77952,ug/m^3,0.15181,ug/m^3,1.54017,ug/m^3,0.18659,ug/m^3,108.8379,km
IMPRHR2GM,CACO1,1,01/01/2013,Cape Cod,41.9758,-70.0242,49,MA,0.4522,ug/m^3,1.64048,ug/m^3,0.14299,ug/m^3,1.45707,ug/m^3,0.22317,ug/m^3,110.49959,km
IMPRHR2GM,CACO1,1,01/01/2014,Cape Cod,41.9758,-70.0242,49,MA,0.49338,ug/m^3,1.51623,ug/m^3,0.12358,ug/m^3,1.32921,ug/m^3,0.19729,ug/m^3,111.32918,km
IMPRHR2GM,CACO1,1,01/01/2015,Cape Cod,41.9758,-70.0242,49,MA,0.45307,ug/m^3,1.47046,ug/m^3,0.12741,ug/m^3,1.63152,ug/m^3,0.21639,ug/m^3,115.73763,km
IMPRHR2GM,CACO1,1,01/01/2016,Cape Cod,41.9758,-70.0242,49,MA,0.37153,ug/m^3,1.06364,ug/m^3,0.10423,ug/m^3,1.26037,ug/m^3,0.14282,ug/m^3,130.10942,km
IMPRHR2GM,CACO1,1,01/01/2017,Cape Cod,41.9758,-70.0242,49,MA,0.41374,ug/m^3,1.11411,ug/m^3,0.12155,ug/m^3,1.47495,ug/m^3,0.14459,ug/m^3,118.32072,km
IMPRHR2GM,CACO1,1,01/01/2018,Cape Cod,41.9758,-70.0242,49,MA,0.46302,ug/m^3,1.11789,ug/m^3,0.14079,ug/m^3,1.53948,ug/m^3,0.17861,ug/m^3,115.32761,km
IMPRHR2GM,CACO1,1,01/01/2019,Cape Cod,41.9758,-70.0242,49,MA,0.36973,ug/m^3,0.94999,ug/m^3,0.1277,ug/m^3,1.43297,ug/m^3,0.13642,ug/m^3,129.52316,km
IMPRHR2GM,CACO1,1,01/01/2020,Cape Cod,41.9758,-70.0242,49,MA,0.39977,ug/m^3,0.9273,ug/m^3,0.13919,ug/m^3,1.4152,ug/m^3,0.19054,ug/m^3,124.94445,km
IMPRHR2GM,CHAS1,1,01/01/2010,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.40361,ug/m^3,2.90587,ug/m^3,0.34806,ug/m^3,2.69557,ug/m^3,1.05598,ug/m^3,69.016,km
IMPRHR2GM,CHAS1,1,01/01/2011,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.38669,ug/m^3,2.82651,ug/m^3,0.3503,ug/m^3,2.87856,ug/m^3,0.48337,ug/m^3,69.91351,km
IMPRHR2GM,CHAS1,1,01/01/2012,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.42137,ug/m^3,2.34791,ug/m^3,0.31578,ug/m^3,2.55129,ug/m^3,0.73036,ug/m^3,75.62472,km
IMPRHR2GM,CHAS1,1,01/01/2013,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.42678,ug/m^3,2.13142,ug/m^3,0.27028,ug/m^3,2.32258,ug/m^3,0.69143,ug/m^3,79.34074,km
IMPRHR2GM,CHAS1,1,01/01/2014,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.32769,ug/m^3,2.14249,ug/m^3,0.31121,ug/m^3,2.53933,ug/m^3,0.77047,ug/m^3,81.01762,km
IMPRHR2GM,CHAS1,1,01/01/2015,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.35594,ug/m^3,1.98174,ug/m^3,0.23225,ug/m^3,2.38445,ug/m^3,0.64844,ug/m^3,84.35036,km
IMPRHR2GM,CHAS1,1,01/01/2016,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.39515,ug/m^3,1.62103,ug/m^3,0.31157,ug/m^3,2.7916,ug/m^3,0.52186,ug/m^3,87.00387,km
IMPRHR2GM,CHAS1,1,01/01/2017,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.4368,ug/m^3,1.7588,ug/m^3,0.35425,ug/m^3,4.88584,ug/m^3,0.85486,ug/m^3,83.86859,km
IMPRHR2GM,CHAS1,1,01/01/2018,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.42302,ug/m^3,1.55661,ug/m^3,0.33653,ug/m^3,2.43532,ug/m^3,0.66946,ug/m^3,87.28728,km
IMPRHR2GM,CHAS1,1,01/01/2019,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.3708,ug/m^3,1.62392,ug/m^3,0.32115,ug/m^3,2.41952,ug/m^3,0.7483,ug/m^3,86.48035,km
IMPRHR2GM,CHAS1,1,01/01/2020,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.39418,ug/m^3,1.32584,ug/m^3,0.33563,ug/m^3,2.4096,ug/m^3,0.88757,ug/m^3,87.88622,km
IMPRHR2GM,CHAS1,1,01/01/2021,Chassahowitzka NWR,28.7484,-82.5549,4.3333,FL,0.37939,ug/m^3,1.50772,ug/m^3,0.38489,ug/m^3,3.24281,ug/m^3,0.72265,ug/m^3,88.3284,km
IMPRHR2GM,COHU1,1,01/01/2010,Cohutta,34.7852,-84.6265,735.25,GA,0.568,ug/m^3,3.81154,ug/m^3,0.25221,ug/m^3,2.78566,ug/m^3,0.76257,ug/m^3,67.98232,km
IMPRHR2GM,COHU1,1,01/01/2011,Cohutta,34.7852,-84.6265,735.25,GA,0.40957,ug/m^3,3.47172,ug/m^3,0.27305,ug/m^3,3.16886,ug/m^3,0.32132,ug/m^3,76.22058,km
IMPRHR2GM,COHU1,1,01/01/2012,Cohutta,34.7852,-84.6265,735.25,GA,0.43634,ug/m^3,2.6434,ug/m^3,0.21545,ug/m^3,2.67682,ug/m^3,0.5143,ug/m^3,82.96088,km
IMPRHR2GM,COHU1,1,01/01/2013,Cohutta,34.7852,-84.6265,735.25,GA,0.52704,ug/m^3,2.40703,ug/m^3,0.2003,ug/m^3,2.14364,ug/m^3,0.28358,ug/m^3,95.627,km
IMPRHR2GM,COHU1,1,01/01/2014,Cohutta,34.7852,-84.6265,735.25,GA,0.4843,ug/m^3,2.46199,ug/m^3,0.20041,ug/m^3,2.13996,ug/m^3,0.50582,ug/m^3,93.22057,km
IMPRHR2GM,COHU1,1,01/01/2015,Cohutta,34.7852,-84.6265,735.25,GA,0.36621,ug/m^3,1.84644,ug/m^3,0.16236,ug/m^3,2.12957,ug/m^3,0.72775,ug/m^3,117.10626,km
IMPRHR2GM,COHU1,1,01/01/2016,Cohutta,34.7852,-84.6265,735.25,GA,0.38064,ug/m^3,1.62912,ug/m^3,0.1741,ug/m^3,2.43682,ug/m^3,0.33722,ug/m^3,106.45336,km
IMPRHR2GM,COHU1,1,01/01/2017,Cohutta,34.7852,-84.6265,735.25,GA,0.51977,ug/m^3,1.44961,ug/m^3,0.22842,ug/m^3,2.68377,ug/m^3,0.22861,ug/m^3,106.55889,km
IMPRHR2GM,COHU1,1,01/01/2018,Cohutta,34.7852,-84.6265,735.25,GA,0.44074,ug/m^3,1.34579,ug/m^3,0.22959,ug/m^3,2.29099,ug/m^3,0.32228,ug/m^3,119.55803,km
